ⲧⲁⲣⲭⲏ	ⲧ|ⲁⲣⲭⲏ
ⲉⲧⲁϥⲛⲁⲩ	ⲉⲧ|ⲁ|ϥ|ⲛⲁⲩ
ⲛϫⲉⲓⲏⲥⲟⲩⲥ	ⲛϫⲉ|ⲓⲏⲥⲟⲩⲥ
ⲉⲡⲟⲩⲛⲁϩϯ	ⲉ|ⲡⲟⲩ|ⲛⲁϩϯ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲙⲫⲏ	ⲙ|ⲫⲏ
ⲉⲧϣⲏⲗ	ⲉⲧ|ϣⲏⲗ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϫⲉⲡⲁϣⲏⲣⲓ	ϫⲉ|ⲡⲁ|ϣⲏⲣⲓ
ⲛⲉⲕⲛⲟⲃⲓ	ⲛⲉⲕ|ⲛⲟⲃⲓ
ⲥⲉⲭⲏ	ⲥⲉ|ⲭⲏ
ⲛⲁⲕ	ⲛⲁ|ⲕ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
.	.
ⲛⲉⲟⲩⲟⲛ	ⲛⲉ|ⲟⲩⲟⲛ
ϩⲁⲛⲟⲩⲟⲛ	ϩⲁⲛ|ⲟⲩⲟⲛ
ⲇⲉ	ⲇⲉ
ⲛⲧⲉⲛⲓⲥⲁϧ	ⲛⲧⲉ|ⲛⲓ|ⲥⲁϧ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲉⲩϩⲉⲙⲥⲓ	ⲉ|ⲩ|ϩⲉⲙⲥⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲩⲙⲟⲕⲙⲉⲕ	ⲛⲁ|ⲩ|ⲙⲟⲕⲙⲉⲕ
ϧⲉⲛⲡⲟⲩϩⲏⲧ	ϧⲉⲛ|ⲡⲟⲩ|ϩⲏⲧ
ϫⲉⲉⲑⲃⲉⲟⲩ	ϫⲉ|ⲉⲑⲃⲉ|ⲟⲩ
ⲡϩⲁⲓ	ⲡ|ϩⲁⲓ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ϫⲉⲟⲩⲁ	ϫⲉ|ⲟⲩⲁ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲉⲟⲩⲟⲛ	ⲉⲧⲉ|ⲟⲩⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲭⲁⲛⲟⲃⲓ	ⲉ|ⲭⲁ|ⲛⲟⲃⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲉⲃⲏⲗ	ⲉⲃⲏⲗ
ⲉⲡⲓⲟⲩⲁⲓ	ⲉ|ⲡⲓ|ⲟⲩⲁⲓ
ⲙⲙⲁⲩⲁⲧϥ	ⲙⲙⲁⲩⲁⲧ|ϥ
ⲡⲛⲟⲩϯ	ⲡ|ⲛⲟⲩϯ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲥⲁⲧⲟⲧϥ	ⲥⲁⲧⲟⲧ|ϥ
ⲁⲓⲏⲥⲟⲩⲥ	ⲁ|ⲓⲏⲥⲟⲩⲥ
ⲉⲙⲓ	ⲉⲙⲓ
ϧⲉⲛⲡⲉϥⲡⲛⲉⲩⲙⲁ	ϧⲉⲛ|ⲡⲉϥ|ⲡⲛⲉⲩⲙⲁ
ϫⲉⲥⲉⲙⲟⲕⲙⲉⲕ	ϫⲉ|ⲥⲉ|ⲙⲟⲕⲙⲉⲕ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ⲛϧⲣⲏⲓ	ⲛϧⲣⲏⲓ
ⲛϧⲏⲧⲟⲩ	ⲛϧⲏⲧ|ⲟⲩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲉⲑⲃⲉⲟⲩ	ϫⲉ|ⲉⲑⲃⲉ|ⲟⲩ
ⲧⲉⲧⲛⲙⲟⲕⲙⲉⲕ	ⲧⲉⲧⲛ|ⲙⲟⲕⲙⲉⲕ
ⲉⲛⲁⲓ	ⲉ|ⲛⲁⲓ
ϧⲉⲛⲛⲉⲧⲛϩⲏⲧ	ϧⲉⲛ|ⲛⲉⲧⲛ|ϩⲏⲧ
ⲟⲩ	ⲟⲩ
ⲡⲉⲧⲙⲟⲧⲉⲛ	ⲡ|ⲉⲧ|ⲙⲟⲧⲉⲛ
ⲉϫⲟⲥ	ⲉ|ϫⲟ|ⲥ
ⲙⲫⲏ	ⲙ|ⲫⲏ
ⲉⲧϣⲏⲗ	ⲉⲧ|ϣⲏⲗ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϫⲉⲛⲉⲕⲛⲟⲃⲓ	ϫⲉ|ⲛⲉⲕ|ⲛⲟⲃⲓ
ⲥⲉⲭⲏ	ⲥⲉ|ⲭⲏ
ⲛⲁⲕ	ⲛⲁ|ⲕ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϣⲁⲛⲧ	ϣⲁⲛⲧ
ⲉϫⲟⲥ	ⲉ|ϫⲟ|ⲥ
ϫⲉⲧⲱⲛⲕ	ϫⲉ|ⲧⲱⲛ|ⲕ
ⲱⲗⲓ	ⲱⲗⲓ
ⲙⲡⲉⲕϭⲗⲟϫ	ⲙ|ⲡⲉⲕ|ϭⲗⲟϫ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲙⲁϣⲉ	ⲙⲁϣⲉ
ⲛⲁⲕ	ⲛⲁ|ⲕ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲉⲧⲛⲉⲙⲓ	ⲛⲧⲉⲧⲛ|ⲉⲙⲓ
ϫⲉⲡⲉⲣϣⲓϣⲓ	ϫⲉ|ⲡ|ⲉⲣϣⲓϣⲓ
ⲛⲧⲉⲡϣⲏⲣⲓ	ⲛⲧⲉ|ⲡ|ϣⲏⲣⲓ
ⲙⲡⲣⲱⲙⲓ	ⲙ|ⲡ|ⲣⲱⲙⲓ
ⲉϫⲉⲛⲡⲓⲕⲁϩⲓ	ⲉϫⲉⲛ|ⲡⲓ|ⲕⲁϩⲓ
ⲉⲭⲁⲛⲟⲃⲓ	ⲉ|ⲭⲁ|ⲛⲟⲃⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲙⲫⲏ	ⲙ|ⲫⲏ
ⲉⲧϣⲏⲗ	ⲉⲧ|ϣⲏⲗ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϫⲉⲛⲑⲟⲕ	ϫⲉ|ⲛⲑⲟⲕ
ⲡⲉⲧϯϫⲱ	ⲡ|ⲉⲧ|ϯ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲁⲕ	ⲛⲁ|ⲕ
ⲧⲱⲛⲕ	ⲧⲱⲛ|ⲕ
ⲱⲗⲓ	ⲱⲗⲓ
ⲙⲡⲉⲕϭⲗⲟϫ	ⲙ|ⲡⲉⲕ|ϭⲗⲟϫ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲙⲁϣⲉ	ⲙⲁϣⲉ
ⲛⲁⲕ	ⲛⲁ|ⲕ
ⲉⲡⲉⲕⲏⲓ	ⲉ|ⲡⲉⲕ|ⲏⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲥⲁⲧⲟⲧϥ	ⲥⲁⲧⲟⲧ|ϥ
ⲁϥⲧⲱⲛϥ	ⲁ|ϥ|ⲧⲱⲛ|ϥ
ⲁϥⲱⲗⲓ	ⲁ|ϥ|ⲱⲗⲓ
ⲙⲡⲉϥϭⲗⲟϫ	ⲙ|ⲡⲉϥ|ϭⲗⲟϫ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲓ	ⲁ|ϥ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲙⲡⲉⲙⲑⲟ	ⲙ|ⲡⲉ|ⲙⲑⲟ
ⲛⲟⲩⲟⲛ	ⲛ|ⲟⲩⲟⲛ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲧⲟⲩⲉⲣϣⲫⲏⲣⲓ	ⲛⲧ|ⲟⲩ|ⲉⲣϣⲫⲏⲣⲓ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲟⲩϯⲱⲟⲩ	ⲛⲧ|ⲟⲩ|ϯⲱⲟⲩ
ⲙⲡⲛⲟⲩϯ	ⲙ|ⲡ|ⲛⲟⲩϯ
ⲉⲩϫⲱ	ⲉ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉⲙⲡⲉⲛⲛⲁⲩ	ϫⲉ|ⲙⲡⲉ|ⲛ|ⲛⲁⲩ
ⲉⲟⲩⲟⲛ	ⲉ|ⲟⲩⲟⲛ
ⲡⲁⲓⲣⲏϯ	ⲡⲁⲓ|ⲣⲏϯ
ⲉⲛⲉϩ	ⲉⲛⲉϩ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲓ	ⲁ|ϥ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲁⲡⲓⲟⲙ	ϩⲁ|ⲡ|ⲓⲟⲙ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲓⲙⲏϣ	ⲡⲓ|ⲙⲏϣ
ⲧⲏⲣϥ	ⲧⲏⲣ|ϥ
ⲉⲛⲁϥⲛⲏⲟⲩ	ⲉ|ⲛⲁ|ϥ|ⲛⲏⲟⲩ
ϩⲁⲣⲟϥ	ϩⲁⲣⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϯⲥⲃⲱ	ⲛⲁ|ϥ|ϯⲥⲃⲱ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲡⲉ	ⲡⲉ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉϥⲥⲓⲛⲓⲱⲟⲩ	ⲉ|ϥ|ⲥⲓⲛⲓⲱⲟⲩ
ⲁϥⲛⲁⲩ	ⲁ|ϥ|ⲛⲁⲩ
ⲉⲗⲉⲩⲓ	ⲉ|ⲗⲉⲩⲓ
ⲛⲧⲉⲁⲗⲫⲉⲟⲥ	ⲛⲧⲉ|ⲁⲗⲫⲉⲟⲥ
ⲉϥϩⲉⲙⲥⲓ	ⲉ|ϥ|ϩⲉⲙⲥⲓ
ϩⲓⲡⲓⲧⲉⲗⲱⲛⲓⲟⲛ	ϩⲓ|ⲡⲓ|ⲧⲉⲗⲱⲛⲓⲟⲛ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲁϥ	ⲛⲁ|ϥ
ϫⲉⲙⲟϣⲓ	ϫⲉ|ⲙⲟϣⲓ
ⲛⲥⲱⲓ	ⲛⲥⲱ|ⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲧⲱⲛϥ	ⲁ|ϥ|ⲧⲱⲛ|ϥ
ⲁϥⲙⲟϣⲓ	ⲁ|ϥ|ⲙⲟϣⲓ
ⲛⲥⲱϥ	ⲛⲥⲱ|ϥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲥϣⲱⲡⲓ	ⲁ|ⲥ|ϣⲱⲡⲓ
ⲉϥⲣⲟⲧⲉⲃ	ⲉ|ϥ|ⲣⲟⲧⲉⲃ
ϧⲉⲛⲡⲉϥⲏⲓ	ϧⲉⲛ|ⲡⲉϥ|ⲏⲓ
ⲛⲉⲟⲩⲟⲛ	ⲛⲉ|ⲟⲩⲟⲛ
ϩⲁⲛⲙⲏϣ	ϩⲁ|ⲛ|ⲙⲏϣ
ⲛⲧⲉⲗⲱⲛⲏⲥ	ⲛ|ⲧⲉⲗⲱⲛⲏⲥ
ⲛⲉⲙϩⲁⲛⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲛⲉⲙ|ϩⲁⲛ|ⲣⲉϥⲉⲣⲛⲟⲃⲓ
ⲛⲁⲩⲣⲟⲧⲉⲃ	ⲛⲁ|ⲩ|ⲣⲟⲧⲉⲃ
ⲛⲉⲙⲓⲏⲥⲟⲩⲥ	ⲛⲉⲙ|ⲓⲏⲥⲟⲩⲥ
ⲛⲉⲙⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲛⲉⲙ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ⲛⲉⲟⲩⲟⲛ	ⲛⲉ|ⲟⲩⲟⲛ
ⲟⲩⲙⲏϣ	ⲟⲩ|ⲙⲏϣ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲡⲉ	ⲡⲉ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲩⲙⲟϣⲓ	ⲛⲁ|ⲩ|ⲙⲟϣⲓ
ⲛⲥⲱϥ	ⲛⲥⲱ|ϥ
ⲡⲉ	ⲡⲉ
ⲛϫⲉⲛⲓⲥⲁϧ	ⲛϫⲉ|ⲛⲓ|ⲥⲁϧ
ⲛⲉⲙⲛⲓⲫⲁⲣⲓⲥⲉⲟⲥ	ⲛⲉⲙ|ⲛⲓ|ⲫⲁⲣⲓⲥⲉⲟⲥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁⲩⲛⲁⲩ	ⲉⲧ|ⲁ|ⲩ|ⲛⲁⲩ
ϫⲉϥⲟⲩⲱⲙ	ϫⲉ|ϥ|ⲟⲩⲱⲙ
ⲛⲉⲙⲛⲓⲧⲉⲗⲱⲛⲏⲥ	ⲛⲉⲙ|ⲛⲓ|ⲧⲉⲗⲱⲛⲏⲥ
ⲛⲉⲙⲛⲓⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲛⲉⲙ|ⲛⲓ|ⲣⲉϥⲉⲣⲛⲟⲃⲓ
ⲛⲁⲩϫⲱ	ⲛⲁ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲛ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ϫⲉⲉⲑⲃⲉⲟⲩ	ϫⲉ|ⲉⲑⲃⲉ|ⲟⲩ
ϥⲟⲩⲱⲙ	ϥ|ⲟⲩⲱⲙ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϥⲥⲱ	ϥ|ⲥⲱ
ⲛⲉⲙⲛⲓⲧⲉⲗⲱⲛⲏⲥ	ⲛⲉⲙ|ⲛⲓ|ⲧⲉⲗⲱⲛⲏⲥ
ⲛⲉⲙⲛⲓⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲛⲉⲙ|ⲛⲓ|ⲣⲉϥⲉⲣⲛⲟⲃⲓ
ⲛϫⲉⲡⲉⲧⲉⲛⲣⲉϥϯⲥⲃⲱ	ⲛϫⲉ|ⲡⲉⲧⲉⲛ|ⲣⲉϥϯⲥⲃⲱ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥⲥⲱⲧⲉⲙ	ⲉⲧ|ⲁ|ϥ|ⲥⲱⲧⲉⲙ
ⲛϫⲉⲓⲏⲥⲟⲩⲥ	ⲛϫⲉ|ⲓⲏⲥⲟⲩⲥ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲥⲉⲉⲣⲭⲣⲓⲁ	ϫⲉ|ⲥⲉ|ⲉⲣⲭⲣⲓⲁ
ⲁⲛ	ⲁⲛ
ⲛϫⲉⲛⲏⲉⲧϫⲟⲣ	ⲛϫⲉ|ⲛⲏ|ⲉⲧ|ϫⲟⲣ
ⲙⲡⲓⲥⲏⲓⲛⲓ	ⲙ|ⲡⲓ|ⲥⲏⲓⲛⲓ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲛⲏⲉⲧⲙⲟⲕϩ	ⲛⲏ|ⲉⲧ|ⲙⲟⲕϩ
ⲛⲉⲧⲁⲓⲓ	ⲛ|ⲉⲧ|ⲁ|ⲓ|ⲓ
ⲅⲁⲣ	ⲅⲁⲣ
ⲁⲛ	ⲁⲛ
ⲉⲑⲁϩⲉⲙⲛⲓⲑⲙⲏⲓ	ⲉ|ⲑⲁϩⲉⲙ|ⲛⲓ|ⲑⲙⲏⲓ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲛⲓⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲛⲓ|ⲣⲉϥⲉⲣⲛⲟⲃⲓ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲣⲉⲛⲓⲙⲁⲑⲏⲧⲏⲥ	ⲛⲁⲣⲉ|ⲛⲓ|ⲙⲁⲑⲏⲧⲏⲥ
ⲛⲧⲉⲓⲱⲁⲛⲛⲏⲥ	ⲛⲧⲉ|ⲓⲱⲁⲛⲛⲏⲥ
ⲛⲉⲙⲛⲁⲛⲓⲫⲁⲣⲓⲥⲉⲟⲥ	ⲛⲉⲙ|ⲛⲁ|ⲛⲓ|ⲫⲁⲣⲓⲥⲉⲟⲥ
ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲓ	ⲁ|ⲩ|ⲓ
ⲡⲉϫⲱⲟⲩ	ⲡⲉϫⲱ|ⲟⲩ
ⲛⲁϥ	ⲛⲁ|ϥ
ϫⲉⲉⲑⲃⲉⲟⲩ	ϫⲉ|ⲉⲑⲃⲉ|ⲟⲩ
ⲛⲓⲙⲁⲑⲏⲧⲏⲥ	ⲛⲓ|ⲙⲁⲑⲏⲧⲏⲥ
ⲛⲧⲉⲓⲱⲁⲛⲛⲏⲥ	ⲛⲧⲉ|ⲓⲱⲁⲛⲛⲏⲥ
ⲛⲉⲙⲛⲁⲛⲓⲫⲁⲣⲓⲥⲉⲟⲥ	ⲛⲉⲙ|ⲛⲁ|ⲛⲓ|ⲫⲁⲣⲓⲥⲉⲟⲥ
ⲥⲉⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲥⲉ|ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ
ⲛⲟⲩⲕ	ⲛⲟⲩ|ⲕ
ⲇⲉ	ⲇⲉ
ⲥⲉⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲥⲉ|ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ
ⲁⲛ	ⲁⲛ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲉⲣⲟⲩⲱ	ⲁ|ϥ|ⲉⲣⲟⲩⲱ
ⲛϫⲉⲓⲏⲥⲟⲩⲥ	ⲛϫⲉ|ⲓⲏⲥⲟⲩⲥ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲙⲏⲧⲓ	ϫⲉ|ⲙⲏⲧⲓ
ⲟⲩⲟⲛ	ⲟⲩⲟⲛ
ϣϫⲟⲙ	ϣϫⲟⲙ
ⲉⲑⲣⲉⲛⲉⲛϣⲏⲣⲓ	ⲉ|ⲑⲣⲉ|ⲛⲉⲛ|ϣⲏⲣⲓ
ⲙⲡⲓⲡⲁⲧϣⲉⲗⲉⲧ	ⲙ|ⲡⲓ|ⲡⲁⲧϣⲉⲗⲉⲧ
ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ
ϩⲱⲥ	ϩⲱⲥ
ⲉϥⲛⲉⲙⲱⲟⲩ	ⲉ|ϥ|ⲛⲉⲙⲱ|ⲟⲩ
ⲛϫⲉⲡⲓⲡⲁⲧϣⲉⲗⲉⲧ	ⲛϫⲉ|ⲡⲓ|ⲡⲁⲧϣⲉⲗⲉⲧ
ⲭⲣⲟⲛⲟⲥ	ⲭⲣⲟⲛⲟⲥ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ϩⲱⲥ	ϩⲱⲥ
ⲡⲓⲡⲁⲧϣⲉⲗⲉⲧ	ⲡⲓ|ⲡⲁⲧϣⲉⲗⲉⲧ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ⲙⲙⲟⲛϣϫⲟⲙ	ⲙⲙⲟⲛ|ϣϫⲟⲙ
ⲙⲙⲱⲟⲩ	ⲙⲙⲱ|ⲟⲩ
ⲉⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲉ|ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ
.	.
ⲥⲉⲛⲏⲟⲩ	ⲥⲉ|ⲛⲏⲟⲩ
ⲇⲉ	ⲇⲉ
ⲛϫⲉϩⲁⲛⲉϩⲟⲟⲩ	ⲛϫⲉ|ϩⲁⲛ|ⲉϩⲟⲟⲩ
ϩⲟⲧⲁⲛ	ϩⲟⲧⲁⲛ
ⲁⲩϣⲁⲛⲧⲱⲗⲓ	ⲁ|ⲩ|ϣⲁⲛⲧ|ⲱⲗⲓ
ⲙⲡⲓⲡⲁⲧϣⲉⲗⲉⲧ	ⲙ|ⲡⲓ|ⲡⲁⲧϣⲉⲗⲉⲧ
ⲛⲧⲟⲧⲟⲩ	ⲛⲧⲟⲧ|ⲟⲩ
ⲧⲟⲧⲉ	ⲧⲟⲧⲉ
ⲥⲉⲛⲁⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ	ⲥⲉ|ⲛⲁ|ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ
ϧⲉⲛⲛⲓⲉϩⲟⲟⲩ	ϧⲉⲛ|ⲛⲓ|ⲉϩⲟⲟⲩ
ⲉⲧⲉⲙⲙⲁⲩ	ⲉⲧⲉ|ⲙⲙⲁⲩ
ⲟⲩ	ⲟⲩ
ⲅⲁⲣ	ⲅⲁⲣ
ⲙⲡⲁⲣⲉϩⲗⲓ	ⲙⲡⲁⲣⲉ|ϩⲗⲓ
ϩⲓⲟⲩⲧⲱⲓⲥ	ϩⲓ|ⲟⲩ|ⲧⲱⲓⲥ
ⲙⲃⲉⲣⲓ	ⲙ|ⲃⲉⲣⲓ
ⲉⲟⲩϩⲃⲟⲥ	ⲉ|ⲟⲩ|ϩⲃⲟⲥ
ⲛⲁⲡⲁⲥ	ⲛ|ⲁⲡⲁⲥ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ϣⲁⲣⲉⲡⲓⲃⲉⲣⲓ	ϣⲁⲣⲉ|ⲡⲓ|ⲃⲉⲣⲓ
ⲉⲗⲡⲓⲙⲟϩ	ⲉⲗ|ⲡⲓ|ⲙⲟϩ
ⲛⲧⲉⲡⲓⲁⲡⲁⲥ	ⲛⲧⲉ|ⲡⲓ|ⲁⲡⲁⲥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲉⲟⲩⲫⲱϧ	ⲛⲧⲉ|ⲟⲩ|ⲫⲱϧ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲉϥϩⲱⲟⲩ	ⲉ|ϥ|ϩⲱⲟⲩ
ⲛϩⲟⲩⲟ	ⲛ|ϩⲟⲩⲟ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲙⲡⲁⲩϩⲓⲏⲣⲡ	ⲙⲡ|ⲁ|ⲩ|ϩⲓ|ⲏⲣⲡ
ⲙⲃⲉⲣⲓ	ⲙ|ⲃⲉⲣⲓ
ⲉⲁⲥⲕⲟⲥ	ⲉ|ⲁⲥⲕⲟⲥ
ⲛⲁⲡⲁⲥ	ⲛ|ⲁⲡⲁⲥ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ϣⲁⲣⲉⲡⲓⲏⲣⲡ	ϣⲁⲣⲉ|ⲡⲓ|ⲏⲣⲡ
ⲫⲉϧ	ⲫⲉϧ
ⲛⲓⲁⲥⲕⲟⲥ	ⲛⲓ|ⲁⲥⲕⲟⲥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁⲣⲉⲡⲓⲏⲣⲡ	ϣⲁⲣⲉ|ⲡⲓ|ⲏⲣⲡ
ⲧⲁⲕⲟ	ⲧⲁⲕⲟ
ⲛⲉⲙⲛⲓⲁⲥⲕⲟⲥ	ⲛⲉⲙ|ⲛⲓ|ⲁⲥⲕⲟⲥ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ϣⲁⲩϩⲓⲏⲣⲡ	ϣⲁ|ⲩ|ϩⲓ|ⲏⲣⲡ
ⲙⲃⲉⲣⲓ	ⲙ|ⲃⲉⲣⲓ
ⲉⲁⲥⲕⲟⲥ	ⲉ|ⲁⲥⲕⲟⲥ
ⲙⲃⲉⲣⲓ	ⲙ|ⲃⲉⲣⲓ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲥϣⲱⲡⲓ	ⲁ|ⲥ|ϣⲱⲡⲓ
ⲉⲧⲁϥⲙⲟϣⲓ	ⲉⲧ|ⲁ|ϥ|ⲙⲟϣⲓ
ϧⲉⲛⲛⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ϧⲉⲛ|ⲛⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲟⲧⲟⲩ	ϩⲓⲧⲟⲧ|ⲟⲩ
ⲛⲛⲓⲣⲟϯ	ⲛ|ⲛⲓ|ⲣⲟϯ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ⲁⲩⲉⲣϩⲏⲧⲥ	ⲁ|ⲩ|ⲉⲣϩⲏⲧ|ⲥ
ⲉⲩⲙⲟϣⲓ	ⲉ|ⲩ|ⲙⲟϣⲓ
ⲉϥⲉϫϧⲉⲙⲥ	ⲉ|ϥⲉϫ|ϧⲉⲙⲥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲣⲉⲛⲓⲫⲁⲣⲓⲥⲉⲟⲥ	ⲛⲁⲣⲉ|ⲛⲓ|ⲫⲁⲣⲓⲥⲉⲟⲥ
ϫⲱ	ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲁϥ	ⲛⲁ|ϥ
ϫⲉⲁⲛⲁⲩ	ϫⲉ|ⲁⲛⲁⲩ
ϫⲉⲟⲩ	ϫⲉ|ⲟⲩ
ⲡⲉⲧⲟⲩⲓⲣⲓ	ⲡ|ⲉⲧ|ⲟⲩ|ⲓⲣⲓ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ϧⲉⲛⲛⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ϧⲉⲛ|ⲛⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ⲛⲥϣⲉ	ⲛ|ⲥϣⲉ
ⲛⲁⲓϥ	ⲛ|ⲁⲓ|ϥ
ⲁⲛ	ⲁⲛ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
